Lifecycle,project_id,Maintainer Name,Company,GitHub Name,maintainers.yaml,Mailing List
Sandbox,opentofu,Andrei Ciobanu,Individual - No Account,yottta,https://github.com/opentofu/.project/blob/main/maintainers.yaml,cncf-opentofu-maintainers@lists.cncf.io
,,Christian Mesh,Individual - No Account,cam72cam,,
,,Diógenes Fernandes,"Gruntwork, Inc.",diofeher,,
,,Ilia Gogotchuri,Individual - No Account,Gogotchuri,,
,,James Humphries,"Spacelift, Inc.",Yantrio,,
,,Laurence Bordowitz,Individual - No Account,lbordowitz,,
,,Martin Atkins,"Spacelift, Inc.",apparentlymart,,
Sandbox,oras-project,Andrew Block,Red Hat,sabre1041,https://github.com/oras-project/.project/blob/main/maintainers.yaml,cncf-oras-maintainers@lists.cncf.io
,,Sajay Antony,Microsoft Corporation,sajayantony,,
,,Shiwei Zhang,Microsoft,shizhMSFT,,
,,Steve Lasker,InMage Systems,stevelasker,,
,,Terry Howe,Individual - No Account,TerryHowe,,
Sandbox,oscal-compass,Anca Sailer,IBM Research,ancatri,https://github.com/oscal-compass/.project/blob/main/maintainers.yaml,cncf-trestlegrc-maintainers@lists.cncf.io
,,Chris Butler,Red Hat LLC,butler54,,
,,Lou DeGenaro,IBM,degenaro,,
,,Robert Ficcaglia,SunStone Secure,rficcaglia,,
,,Vikas Agarwal,IBM Research,vikas-agarwal76,,
,,Yuji Watanabe,International Business Machines Corporation,yuji-watanabe-jp,,
Sandbox,ovn-kubernetes,Girish US,NVIDIA Corporation,girishmg,https://github.com/ovn-kubernetes/.project/blob/main/maintainers.yaml,cncf-ovn-kubernetes-maintainers@lists.cncf.io
,,Jaime Caamaño Ruiz,Red Hat LLC,jcaamano,,
,,,,kyrtapz,,
,,Nadia Pinaeva,Individual - No Account,npinaeva,,
,,Surya Seetharaman,Red Hat LLC,tssurya,,
,,Tim Rozet,NVIDIA,trozet,,
Sandbox,oxia-db,,,codelipenghui,https://github.com/oxia-db/.project/blob/main/maintainers.yaml,oxia-maintainers@lists.cncf.io
,,Cong Zhao,Individual - No Account,coderzc,,
,,Matteo Merli,Apache Software Foundation,merlimat,,
,,Qiang Zhao,Individual - No Account,mattisonchao,,
,,,,RobertIndie,,
,,Sijie Guo,Apache Software Foundation,sijie,,
Sandbox,parallaxsecond,,,adamparco,https://github.com/parallaxsecond/.project/blob/main/maintainers.yaml,cncf-parsec-maintainers@lists.cncf.io
,,,,anta5010,,
,,,,gowthamsk-arm,,
,,Hugues de Valon,Arm Limited,hug-dev,,
,,Ionut Mihalcea,Arm Limited,ionut-arm,,
,,Justin Cormack,"Docker, Inc.",justincormack,,
,,,,mohamedasaker-arm,,
,,Paul Howard,Arm Limited,paulhowardarm,,
,,Sabree Blackmon,Rebellion Defense,heavypackets,,
,,,,tgonzalezorlandoarm,,
Sandbox,paralus,,,akshay196,https://github.com/paralus/.project/blob/main/maintainers.yaml,cncf-paralus-maintainers@lists.cncf.io
,,Atulpriya Sharma,Improving,techmaharaj,,
,,,,avinashpenmetsa,,
,,Elena Lape,Individual - No Account,elenalape,,
,,,,meain,,
,,,,niravparikh05,,
,,Saim Safder,"Rafay Systems, Inc.",Saim-Safdar,,
,,,,sbenny,,
,,,,venukrishna,,
Sandbox,perses,Akshay Iyyadurai Balasundaram,SAP SE,ibakshay,https://github.com/perses/.project/blob/main/maintainers.yaml,cncf-perses-maintainers@lists.cncf.io
,,Andreas Gerstmayr,Red Hat,andreasgerstmayr,,
,,Antoine THEBAUD,Amadeus SAS,AntoineThebaud,,
,,Augustin Husson,Amadeus SAS,Nexucis,,
,,Célian Garcia,Individual - No Account,celian-garcia,,
,,Doug Kirkley,Individual - No Account,dougkirkley,,
,,Gabriel Bernal,Red Hat LLC,jgbernalp,,
,,Guillaume Ladorme,Individual - No Account,gladorme,,
,,Jayapriya Anantha Pai,Red Hat LLC,slashpai,,
,,Jérémy Paul Rickards,SAP SE,rickardsjp,,
,,Nicolas Takashi Cavalcante da Silva,Individual - No Account,nicolastakashi,,
,,,,shahrokni,,
,,,,sjcobb,,
,,,,zhuje,,
Sandbox,pipe-cd,Eeshaan Sawant,Ascensio System SIA,eeshaanSA,https://github.com/pipe-cd/.project/blob/main/maintainers.yaml,cncf-PipeCD-maintainers@lists.cncf.io
,,Mohammed Firdous Araoye,Individual - No Account,mohammedfirdouss,,
,,Nghia Le Van,"CyberAgent, Inc.",nghialv,,
,,Ngô Lê,Individual - No Account,armistcxy,,
,,Shinnosuke Sawada-Dazai,Individual - No Account,Warashi,,
,,Tetsuya Kikuchi,Individual - No Account,t-kikuc,,
,,TRAN CONG KHANH,"CyberAgent, Inc.",khanhtc1202,,
,,Yoshiki Fujikane,Individual - No Account,ffjlabo,,
Sandbox,piraeusdatastore,Hongchao Zheng,Individual - No Account,alexzhc,https://github.com/piraeusdatastore/.project/blob/main/maintainers.yaml,cncf-piraeus-maintainers@lists.cncf.io
,,,,JoelColledge,,
,,Moritz Tanner,LINBIT,WanzenBug,,
,,,,rck,,
Sandbox,pixie-io,Dom Delnano,"New Relic, Inc.",ddelnano,https://github.com/pixie-io/.project/blob/main/maintainers.yaml,cncf-pixie-maintainers@lists.cncf.io
,,,,jamesmbartlett,,
,,Michelle Nguyen,Individual - No Account,aimichelle,,
,,Vihang Mehta,Gimlet Labs,vihangm,,
,,Zain Asgar,"New Relic, Inc.",zasgar,,
Sandbox,podman-container-tools,Ashley Cui,Red Hat LLC,ashley-cui,https://github.com/podman-container-tools/.project/blob/main/maintainers.yaml,cncf-podman-container-maintainer@lists.cncf.io
,,Brent Baude,Red Hat LLC,baude,,
,,Danish Prakash,SUSE Software Solutions Germany GmbH,danishprakash,,
,,Giuseppe Scrivano,Red Hat LLC,giuseppe,,
,,Jan Rodák,Red Hat LLC,Honny1,,
,,Lokesh Mandvekar,Red Hat LLC,lsm5,,
,,Mario Loriedo,Individual - No Account,l0rd,,
,,Matthew Heon,Red Hat LLC,mheon,,
,,Miloslav Trmac,Red Hat LLC,mtrmac,,
,,Mohan Boddu,Red Hat LLC,mohanboddu,,
,,Nalin Dahyabhai,Red Hat LLC,nalind,,
,,Paul Holzinger,Red Hat,Luap99,,
,,Tom Sweeney,Red Hat LLC,TomSweeneyRedHat,,
,,Ygal Blum,Red Hat LLC,ygalblum,,
Sandbox,podman-desktop,axel7083 axel7083,Individual - No Account,axel7083,https://github.com/podman-desktop/.project/blob/main/maintainers.yaml,cncf-podman-desktop-maintainers@lists.cncf.io
,,,,cbr7,,
,,Charlie Drage,Individual - No Account,cdrage,,
,,,,dgolovin,,
,,,,ekidneyrh,,
,,Florent Benoit,Red Hat LLC,benoitf,,
,,,,gastoner,,
,,Jean-Francois Maury,Red Hat LLC,jeffmaury,,
,,,,JustMell0,,
,,Matt D,"New Relic, Inc.",firewall,,
,,Ondrej Dockal,Individual - No Account,odockal,,
,,Philippe Martin,SFEIR SA,feloy,,
,,Rujuta Shinde,Individual - No Account,rujutashinde,,
,,,,shipsing,,
,,,,simonrey1,,
,,Sonia Sandler,Individual - No Account,SoniaSandler,,
,,Stevan Meur,Red Hat LLC,slemeur,,
,,Tim deBoer,Individual - No Account,deboer-tim,,
,,,,vzhukovs,,
Sandbox,project-akri,Gaurav Gahlot,IONOS SE,gauravgahlot,https://github.com/project-akri/.project/blob/main/maintainers.yaml,cncf-akri-maintainers@lists.cncf.io
,,Lior Lustgarten,Individual - No Account,lilustga,,
,,Marcel Bindseil,Microsoft,bindsi,,
,,Yu Jin Kim,Microsoft Corporation,yujinkim-msft,,
Sandbox,project-copacetic,Ashna Mehrotra,Individual - No Account,ashnamehrotra,https://github.com/project-copacetic/.project/blob/main/maintainers.yaml,cncf-copa-maintainers@lists.cncf.io
,,Jeremy Rickard,VMware LLC,jeremyrickard,,
,,Omer Cohen,Individual - No Account,omercnet,,
,,Robbie Cronin,Microsoft,robert-cronin,,
,,Sertaç Özercan,Microsoft Corporation,sozercan,,
Sandbox,project-dalec,Brian Goff,"Docker, Inc.",cpuguy83,https://github.com/project-dalec/.project/blob/main/maintainers.yaml,dalec-maintainers@lists.cncf.io
,,Jeremy Rickard,VMware LLC,jrrickard,,
,,Peter Engelbert,Microsoft,pmengelbert,,
Sandbox,project-stacker,Michael McCracken,Individual - No Account,mikemccracken,https://github.com/project-stacker/.project/blob/main/maintainers.yaml,cncf-stacker-maintainers@lists.cncf.io
,,Ramkumar Chinchani,Individual - No Account,rchincha,,
,,Ravi Chamarthy,"Cisco Systems, Inc.",rchamarthy,,
,,Ryan Harper,Individual - No Account,raharper,,
,,Scott Moser,Canonical Group Limited,smoser,,
,,Serge Hallyn,Geico Direct,hallyn,,
,,Tycho Andersen,Individual - No Account,tych0,,
Sandbox,project-zot,andrei aaron,Individual - No Account,andaaron,https://github.com/project-zot/.project/blob/main/maintainers.yaml,cncf-zot-maintainers@lists.cncf.io
,,Ramkumar Chinchani,Individual - No Account,rchincha,,
,,Ravi Chamarthy,"Cisco Systems, Inc.",rchamarthy,,
,,Serge Hallyn,Geico Direct,hallyn,,
,,Tycho Andersen,Individual - No Account,tych0,,
Sandbox,projectcapsule,,,bsctl,https://github.com/projectcapsule/.project/blob/main/maintainers.yaml,cncf-capsule-maintainers@lists.cncf.io
,,Dario Tranchitella,CLASTIX,prometherion,,
,,Hristo Hristov,Tide Platform Ltd,Svarrogh1337,,
,,Massimiliano Giovagnoli,Clastix SRL,maxgio92,,
,,,,MaxFedotov,,
,,Oliver Bähler,Individual - No Account,oliverbaehler,,
,,Sander Tervoert,Individual - No Account,sandert-k8s,,
Sandbox,radius-project,,,kachawla,https://github.com/radius-project/.project/blob/main/maintainers.yaml,cncf-radius-maintainers@lists.cncf.io
,,,,nicolejms,,
,,Sylvain Niles,Individual - No Account,sylvainsf,,
,,Will Tsai,Microsoft,willtsai,,
Sandbox,ratify-project,Akash Singhal,Individual - No Account,akashsinghal,https://github.com/ratify-project/.project/blob/main/maintainers.yaml,cncf-ratify-maintainers@lists.cncf.io
,,Binbin Li,Individual - No Account,binbin-li,,
,,Feynman Zhou,Tencent,FeynmanZhou,,
,,Shiwei Zhang,Microsoft,shizhMSFT,,
,,,,susanshi,,
,,Yi Zha,Individual - No Account,yizha1,,
Sandbox,runatlantis,Dylan Page,Individual - No Account,GenPage,https://github.com/runatlantis/.project/blob/main/maintainers.yaml,cncf-atlantis-maintainers@lists.cncf.io
,,PePe Amengual,Individual - No Account,jamengual,,
,,Rui Chen,MeetUp,chenrui333,,
Sandbox,runmedev,Adam Christian,"Buoyant, Inc.",admc,https://github.com/runmedev/.project/blob/main/maintainers.yaml,cncf-runme-notebooks-maintainers@lists.cncf.io
,,Jeremy Lewi,Individual - No Account,jlewi,,
,,Sebastian Huckleberry,Individual - No Account,sourishkrout,,
Sandbox,schemahero,Ales Verbic,Individual - No Account,verbotenj,https://github.com/schemahero/.project/blob/main/maintainers.yaml,cncf-schemahero-maintainers@lists.cncf.io
,,Andrew Lavery,,laverya,,
,,Chris Gianelloni,"Applause, Inc.",wolf31o2,,
,,Dmitriy Ivolgin,"Replicated, Inc.",divolgin,,
,,,,emosbaugh,,
,,Mark Pundsack,Styra Inc,marccampbell,,
,,,,nico151999,,
,,,,sgalsaleh,,
Sandbox,score-spec,Ben Meier,Individual - No Account,astromechza,https://github.com/score-spec/.project/blob/main/maintainers.yaml,cncf-score-maintainers@lists.cncf.io
,,,,chris-stephenson,,
,,Mathieu Benoit,Docker,mathieu-benoit,,
,,,,sujaya-sys,,
Sandbox,sermant-io,,,daizhenyu,https://github.com/sermant-io/.project/blob/main/maintainers.yaml,cncf-sermant-maintainers@lists.cncf.io
,,,,hanbingleixue,,
,,Li Lai,Individual - No Account,lilai23,,
,,,,provenceee,,
,,,,zwmagic,,
Sandbox,serverless-devs,Anycodes Anycodes,Individual - No Account,anycodes,https://github.com/serverless-devs/.project/blob/main/maintainers.yaml,cncf-serverlessdevs-maintainers@lists.cncf.io
,,,,hanxie-crypto,,
,,,,heimanba,,
,,,,hryang,,
,,,,lowkeyrd,,
,,,,rsonghuster,,
,,,,wss-git,,
,,,,xsahxl,,
,,超 邓,Individual - No Account,DevDengChao,,
Sandbox,shipwright-io,Enrique Encalada,International Business Machines Corporation,qu1queee,https://github.com/shipwright-io/.project/blob/main/maintainers.yaml,cncf-shipwright-maintainers@lists.cncf.io
,,Sascha Schwarze,International Business Machines Corporation,SaschaSchwarze0,,
Sandbox,SlimFaas,,,antoineblancke,https://github.com/SlimPlanet/.project/blob/main/maintainers.yaml,cncf-slimfaas-maintainers@lists.cncf.io
,,Guillaume Chervet,AXA,guillaume-chervet,,
,,Guillaume Delahaye,Individual - No Account,g7ed6e,,
,,,,lilian-delouvy,,
Sandbox,slimtoolkit,Ivan Velichko,Root,iximiuz,https://github.com/slimtoolkit/.project/blob/main/maintainers.yaml,cncf-SlimToolkit-maintainers@lists.cncf.io
,,Kyle Quest,Root,kcq,,
Sandbox,spidernet-io,cyclinder kuo,Individual - No Account,cyclinder,https://github.com/spidernet-io/.project/blob/main/maintainers.yaml,cncf-spiderpool-maintainers@lists.cncf.io
,,huailou zhai,"DaoCloud Network Technology Co., Ltd.",lou-lan,,
,,Kay Yan,"DaoCloud Network Technology Co., Ltd.",yankay,,
,,leo blue,"Daocloud Network Technology Co,. Ltd",leoblue0924,,
,,Michael Yao,"DaoCloud Network Technology Co., Ltd.",windsonsea,,
,,Rong Zhang,Individual - No Account,riverzhang,,
,,weizhou lan,"Daocloud Network Technology Co,. Ltd",weizhoublue,,
,,,,yanhb-nil,,
,,Yuanhang Pan,"DaoCloud Network Technology Co., Ltd.",panpan0000,,
Sandbox,spinframework,,,alexcrichton,https://github.com/spinframework/.project/blob/main/maintainers.yaml,cncf-spin-maintainers@lists.cncf.io
,,Brian Hardock,Microsoft Corporation,fibonacci1729,,
,,,,calebschoepp,,
,,Christoph Voigt,Schwarz Digits Cloud GmbH & Co. KG,voigt,,
,,Danielle Danielle,,endocrimes,,
,,David Justice,Microsoft Corporation,devigned,,
,,Flavio Castelli,SUSE LLC,flavio,,
,,Ivan Towlson,Individual - No Account,itowlson,,
,,James Sturtevant,Microsoft Corporation,jsturtevant,,
,,Jiaxiao Zhou,Microsoft Corporation,mossaka,,
,,Joel Dice,Individual - No Account,dicej,,
,,Kate Goldenring,Fermyon Technologies,kate-goldenring,,
,,Lann Martin,Fermyon Technologies,lann,,
,,Matthew Fisher,Fermyon Technologies,bacongobbler,,
,,Michelle Dhanani,Fermyon Technologies,michelleN,,
,,Radu Matei,Fermyon Technologies,radu-matei,,
,,Rajat Jindal,Individual - No Account,rajatjindal,,
,,,,rylev,,
,,Sven Sebastian Pfennig,Hetzner Cloud GmbH,0xE282B0,,
Sandbox,submariner-io,Daniel Farrell,Red Hat LLC,dfarrell07,https://github.com/submariner-io/.project/blob/main/maintainers.yaml,cncf-submariner-maintainers@lists.cncf.io
,,Stephen Kitt,Red Hat LLC,skitt,,
,,Tom Pantelis,Red Hat LLC,tpantelis,,
,,,,vthapar,,
,,,,yboaron,,
Sandbox,telepresenceio,Breland Miley,OpenAI Inc.,breland-openai,https://github.com/telepresenceio/.project/blob/main/maintainers.yaml,cncf-telepresence-maintainers@lists.cncf.io
,,Błażej Gruszka,Individual - No Account,bgruszka,,
,,,,njayp,,
,,Thomas Hallgren,Tada AB,thallgren,,
Sandbox,tinkerbell,Jacob Weinstock,NVIDIA Corporation,jacobweinstock,https://github.com/tinkerbell/.project/blob/main/maintainers.yaml,cncf-tinkerbell-maintainers@lists.cncf.io
Sandbox,tokenetes,Atul Tulshibagwale,Individual - No Account,tulshi,https://github.com/tokenetes/.project/blob/main/maintainers.yaml,cncf-tokenetes-maintainers@lists.cncf.io
,,Chiranjeewee Koirala,Individual - No Account,kchiranjewee63,,
Sandbox,tremor-rs,Anup Dhamala,Wayfair,anupdhml,https://github.com/tremor-rs/.project/blob/main/maintainers.yaml,cncf-tremor-maintainers@lists.cncf.io
,,Darach Ennis,"Axiom, Inc.",darach,,
,,Heinz Gies,Wayfair,Licenser,,
,,Matthias Wahl,Wayfair,mfelsche,,
,,Sharon Koech,Individual - No Account,skoech,,
Sandbox,trickstercache,Adam Ross,"Amazon Web Services, Inc.",LimitlessEarth,https://github.com/trickstercache/.project/blob/main/maintainers.yaml,cncf-trickster-maintainers@lists.cncf.io
,,Chris Randles,"Warner Bros. Discovery, Inc.",crandles,,
,,James Ranson,Virga LLC,jranson,,
Sandbox,urunc-dev,Anastassios Nanos,Individual - No Account,ananos,https://github.com/urunc-dev/.project/blob/main/maintainers.yaml,cncf-urunc-maintainers@lists.cncf.io
,,Charalampos Mainas,Nubificus,cmainas,,
,,Georgios Ntoutsos,Individual - No Account,gntouts,,
Sandbox,velero-io,Anshul Ahuja,Microsoft Corporation,anshulahuja98,https://github.com/velero-io/.project/blob/main/maintainers.yaml,cncf-velero-maintainers@lists.cncf.io
,,,,blackpiglet,,
,,Daniel Jiang,VMware LLC,reasonerjt,,
,,,,Lyndon-Li,,
,,Scott Seago,Red Hat LLC,sseago,,
,,Shubham Dilip Pampattiwar,Red Hat LLC,shubham-pampattiwar,,
,,Tiger Kaovilai,Red Hat,kaovilai,,
,,Wenkai Yin,Individual - No Account,ywk253100,,
Sandbox,virtual-kubelet,Ben Corrie,VMware LLC,corrieb,https://github.com/virtual-kubelet/.project/blob/main/maintainers.yaml,cncf-virtual-kubelet-maintainers@lists.cncf.io
,,Heba Elayoty,Individual - No Account,helayoty,,
,,Pires Pires,Individual - No Account,pires,,
,,Sargun Dhillon,"Netflix, Inc.",sargun,,
,,Tim Killian,Snapchat,tskillian,,
Sandbox,WasmEdge,Han-Wen Tsao,Individual - No Account,grorge123,https://github.com/WasmEdge/.project/blob/main/maintainers.yaml,cncf-wasmedge-runtime-maintainers@lists.cncf.io
,,Hung-Ying Tai,WasmEdge,hydai,,
,,Michael Yuan,Second State,juntao,,
,,Shen-Ta Hsieh,Individual - No Account,ibmibmibm,,
,,Yi-Ying He,Second State,q82419,,
Sandbox,werf,Aleksei Igrychev,Palark GmbH,alexey-igrychev,https://github.com/werf/.project/blob/main/maintainers.yaml,cncf-werf-maintainers@lists.cncf.io
,,Dmitry Mordvinov,Flant,dmmordvi,,
,,Evgeniy Frolov,Individual - No Account,Fral738,,
,,Ilya Drey,Flant,drey,,
,,,,ilya-lesikov,,
,,Radmir Khurum,Individual - No Account,reyreavman,,
Sandbox,xregistry,Doug Davis,Individual - No Account,duglin,https://github.com/xregistry/.project/blob/main/maintainers.yaml,cncf-xregistry@lists.cncf.io
,,Klaus Deissner,SAP SE,deissnerk,,
Sandbox,youki-dev,,,Furisto,https://github.com/youki-dev/.project/blob/main/maintainers.yaml,cncf-youki-maintainers@lists.cncf.io
,,Jorge Prendes,Individual - No Account,jprendes,,
,,lindroos hsu,Individual - No Account,tommady,,
,,,,saku3,,
,,Sascha Grunert,Red Hat LLC,saschagrunert,,
,,Toru Komatsu,"Preferred Networks, Inc.",utam0k,,
,,Yashodhan Joshi,Individual - No Account,YJDoc2,,
,,Yihua Fang,Individual - No Account,yihuaf,,
,,Yuta Nagai,Individual - No Account,nayuta723,,
,vscode-kubernetes-tools,,,bosesuneha,https://github.com/vscode-kubernetes-tools/.project/blob/main/maintainers.yaml,cncf-vscodek8s-maintainers@lists.cncf.io
,,David Gamero,Individual - No Account,davidgamero,,
,,Ralph Squillace,Microsoft Corporation,squillace,,
,,tatsat mishra,Microsoft Corporation,Tatsinnit,,
,,Tejhan Diallo,Microsoft,tejhan,,
,,Thomas Gamble,Microsoft Corporation,gambtho,,
